drugbank_id,drug_name,drug_type,gene_symbol,actions,in_liver_lcc
DB07292,"4-(2-amino-1,3-thiazol-4-yl)phenol",small molecule,FBP1,inhibitor,True
DB07292,"4-(2-amino-1,3-thiazol-4-yl)phenol",small molecule,LTA4H,inhibitor,True
DB07294,"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid",small molecule,RARG,,True
DB07295,2-[(7-HYDROXY-NAPHTHALEN-1-YL)-OXALYL-AMINO]-BENZOIC ACID,small molecule,PTPN1,,True
DB07297,"5,6-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-D]PYRIMIDIN-4-AMINE",small molecule,LCK,,True
DB07298,"3-(CARBOXYMETHOXY)THIENO[2,3-B]PYRIDINE-2-CARBOXYLIC ACID",small molecule,PTPN1,,True
DB07299,4-METHYL-PENTANOIC ACID {1-[4-GUANIDINO-1-(THIAZOLE-2-CARBONYL)-BUTYLCARBAMOYL]-2-METHYL-PROPYL}-AMIDE,small molecule,F11,,True
DB07300,"2-(1H-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",small molecule,PDPK1,,True
DB07302,9(S)-HODE,small molecule,PPARG,inhibitor,True
DB07303,"N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE",small molecule,BACE1,,True
DB07307,N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,small molecule,MAPK14,,True
DB07309,5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID,small molecule,METAP2,inhibitor,True
DB07310,"(5S)-2-{[(1S)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5H)-one",small molecule,HSD11B1,,True
DB07312,"2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE",small molecule,FBP1,,True
DB07313,5-METHYL-2-[(PHENYLSULFONYL)AMINO]BENZOIC ACID,small molecule,METAP2,inhibitor,True
DB07315,"5-chloro-N-{4-[(1R)-1,2-dihydroxyethyl]phenyl}-1H-indole-2-carboxamide",small molecule,PYGL,,True
DB07316,"N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",small molecule,HSD11B1,,True
DB07317,(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one,small molecule,HSP90AA1,,True
DB07319,"6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE",small molecule,HSP90AA1,inhibitor,True
DB07321,"2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE",small molecule,FBP1,,True
DB07322,"2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID",small molecule,METAP2,,True
DB07323,"2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID",small molecule,METAP2,,True
DB07324,"3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE",small molecule,HSP90AA1,,True
DB07325,N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,small molecule,HSP90AA1,,True
DB07326,"6-chloro-N-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide",small molecule,KDR,,True
DB07328,"METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE",small molecule,DPP4,,True
DB07330,A-620223,small molecule,PARP1,inhibitor,True
DB07333,"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE",small molecule,KDR,,True
DB07334,"N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE",small molecule,KDR,,True
DB07335,"3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL",small molecule,SRC,,True
DB07340,Reversine,small molecule,MAP2K1,inhibitor,True
DB07340,Reversine,small molecule,INCENP,,True
DB07342,1-(adamantan-1-yl)-2-(1H-imidazol-1-yl)ethanone,small molecule,HMOX1,inhibitor,True
DB07344,"3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL",small molecule,MCAT,,True
DB07345,4-(2-aminoethyl)-2-cyclohexylphenol,small molecule,BACE1,,True
DB07346,4-(2-aminoethyl)-2-ethylphenol,small molecule,BACE1,,True
DB07347,4-(2-Aminoethyl)Benzenesulfonyl Fluoride,small molecule,GAPDH,,True
DB07347,4-(2-Aminoethyl)Benzenesulfonyl Fluoride,small molecule,ATP6V1B2,,True
DB07348,Brefeldin A,small molecule,CYTH2,,True
DB07348,Brefeldin A,small molecule,ARF1,,True
DB07350,(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide,small molecule,HDAC8,,True
DB07351,O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE,small molecule,CPA1,,True
DB07352,Apigenin,small molecule,CSNK2A1,inhibitor,True
DB07352,Apigenin,small molecule,AKR1B1,inhibitor,True
DB07352,Apigenin,small molecule,CYP1B1,inhibitor,True
DB07352,Apigenin,small molecule,AR,inhibitor,True
DB07352,Apigenin,small molecule,CDK6,inhibitor,True
DB07353,"4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL",small molecule,F2,inhibitor,True
DB07354,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM",small molecule,TOP1,,True
DB07356,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",small molecule,DPP4,,True
DB07360,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea",small molecule,AURKA,,True
DB07362,"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",small molecule,AURKA,,True
DB07363,"THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)",small molecule,CA2,,True
DB07364,"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",small molecule,CDK5,,True
DB07366,2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER,small molecule,F2,,True
DB07368,4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE,small molecule,PRSS1,,True
DB07369,"N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide",small molecule,MET,,True
DB07374,Anisomycin,small molecule,RPL13A,,True
DB07374,Anisomycin,small molecule,RPL23,,True
DB07374,Anisomycin,small molecule,RPL15,,True
DB07374,Anisomycin,small molecule,RPL19,,True
DB07374,Anisomycin,small molecule,RPL23A,,True
DB07374,Anisomycin,small molecule,RSL24D1,,True
DB07374,Anisomycin,small molecule,RPL26L1,,True
DB07374,Anisomycin,small molecule,RPL8,,True
DB07374,Anisomycin,small molecule,RPL37,,True
DB07374,Anisomycin,small molecule,RPL3,,True
DB07374,Anisomycin,small molecule,RPL11,,True
DB07374,Anisomycin,small molecule,SNU13,,True
DB07376,5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID),small molecule,F2,,True
DB07376,5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID),small molecule,F7,,True
DB07377,"N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE",small molecule,METAP2,inhibitor,True
DB07379,(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol,small molecule,CDK6,,True
DB07380,"1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",small molecule,CTRB1,,True
DB07382,"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine",small molecule,ERN1,inhibitor,True
DB07383,"N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE",small molecule,CTRB1,,True
DB07387,3-(BUTYLSULPHONYL)-PROPANOIC ACID,small molecule,TPI1,,True
DB07388,ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,small molecule,NOS3,,True
DB07390,"2-[3-(5-Mercapto-[1,3,4]thiadiazol-2-yl)-ureido]-N-methyl-3-phenyl-propionamide",small molecule,MMP2,inhibitor,True
DB07393,"2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE",small molecule,GSR,,True
DB07395,"4-[3-(2-Chloro-4,5-difluoro-benzoyl)ureido]-3-trifluoromethoxybenzoic acid",small molecule,PYGL,,True
DB07396,AVE-2865,small molecule,PYGL,,True
DB07400,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,small molecule,F2,,True
DB07401,Azoxystrobin,small molecule,CYC1,,True
DB07401,Azoxystrobin,small molecule,MT-CYB,,True
DB07401,Azoxystrobin,small molecule,UQCRC1,,True
DB07401,Azoxystrobin,small molecule,UQCRC2,,True
DB07401,Azoxystrobin,small molecule,UQCRH,,True
DB07401,Azoxystrobin,small molecule,UQCRQ,,True
DB07401,Azoxystrobin,small molecule,UQCRFS1,,True
DB07401,Azoxystrobin,small molecule,UQCR11,,True
DB07401,Azoxystrobin,small molecule,UQCRB,,True
DB07401,Azoxystrobin,small molecule,UQCR10,,True
DB07403,"4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE",small molecule,PDK1,,True
DB07404,BPH-608,small molecule,FDPS,inhibitor,True
DB07406,"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE",small molecule,MAPKAPK2,,True
DB07409,"(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID",small molecule,FDPS,inhibitor,True
DB07410,[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID,small molecule,FDPS,inhibitor,True
DB07410,[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID,small molecule,GGPS1,,True
DB07412,1-biphenyl-2-ylmethanamine,small molecule,DPP4,inhibitor,True
DB07415,4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine,small molecule,BACE1,,True
DB07419,S-23,small molecule,AR,,True
DB07421,"4-{[(1R,2S)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile",small molecule,AR,,True
DB07422,(2S)-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide,small molecule,AR,,True
DB07423,Andarine,small molecule,AR,agonist,True
DB07425,Sobetirome,small molecule,THRB,,True
DB07426,"[1-HYDROXY-2-(1,1':3',1''-TERPHENYL-3-YLOXY)ETHANE-1,1-DIYL]BIS(PHOSPHONIC ACID)",small molecule,FDPS,inhibitor,True
DB07427,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,small molecule,HBA1,inhibitor,True
DB07427,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,small molecule,HBB,,True
DB07428,4-[(5-methoxy-2-methylphenoxy)methyl]pyridine,small molecule,HBA1,inhibitor,True
DB07428,4-[(5-methoxy-2-methylphenoxy)methyl]pyridine,small molecule,HBB,,True
DB07430,"(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one",small molecule,MAPKAPK2,inhibitor,True
DB07431,"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one",small molecule,MAPKAPK2,,True
DB07431,"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one",small molecule,CDK2,,True
DB07435,"1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE",small molecule,POLK,,True
DB07437,5-Benzylacyclouridine,small molecule,UPP1,,True
DB07440,4-TERT-BUTYLBENZENESULFONIC ACID,small molecule,F2,inhibitor,True
DB07443,(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,small molecule,DHODH,,True
DB07444,"6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",small molecule,DAPK1,,True
DB07447,5beta-dihydrotestosterone,small molecule,AKR1D1,,True
DB07448,(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid,small molecule,LAP3,,True
DB07450,(R)-minalrestat,small molecule,AKR1B1,,True
DB07453,alpha-Naphthoflavone,small molecule,PRKDC,inhibitor,True
DB07453,alpha-Naphthoflavone,small molecule,CYP1A2,,True
DB07454,(R)-3-BROMO-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE,small molecule,AR,,True
DB07456,"3-(1H-indol-3-yl)-4-(1-{2-[(2S)-1-methylpyrrolidinyl]ethyl}-1H-indol-3-yl)-1H-pyrrole-2,5-dione",small molecule,PDPK1,,True
DB07457,"3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE",small molecule,PDPK1,,True
DB07458,"3-(1H-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1H-indol-3-yl}-1H-pyrrole-2,5-dione",small molecule,PRKACA,,True
DB07459,4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,small molecule,MAPK14,inhibitor,True
DB07460,2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE,small molecule,PTK2,,True
DB07461,"3-AMINO-3-BENZYL-9-CARBOXAMIDE[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",small molecule,F2,,True
DB07462,"(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE",small molecule,COMT,inhibitor,True
DB07465,"(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile",small molecule,DPP4,,True
DB07467,(S)-Indapamide,small molecule,CA2,,True
DB07468,"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",small molecule,MYH14,,True
DB07469,"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",small molecule,MYH14,,True
DB07470,"(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",small molecule,MYH14,,True
DB07471,"5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE",small molecule,CCNA2,,True
DB07471,"5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE",small molecule,CDK2,,True
DB07476,N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE,small molecule,CA2,inhibitor,True
DB07477,Felbinac,small molecule,PTGS2,modulator,True
DB07477,Felbinac,small molecule,CTSL,,True
DB07479,"(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL",small molecule,POLB,,True
DB07480,4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN,small molecule,PTPN1,,True
DB07482,(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE,small molecule,DPP4,,True
DB07484,"(2R)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid",small molecule,CPA1,,True
DB07486,"3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline",small molecule,ITGAL,,True
DB07488,"{4-Amino-2-[(4-methoxyphenyl)amino]-1,3-thiazol-5-yl}(4-methoxyphenyl)methanone",small molecule,CSNK1G3,,True
DB07489,"4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium",small molecule,CSNK1G3,,True
DB07491,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",small molecule,PRSS1,,True
DB07493,5-Bromoindirubin,small molecule,CDK2,,True
DB07495,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",small molecule,HSP90AA1,,True
DB07496,"1,3-diphenylurea",small molecule,EPHX2,inhibitor,True
DB07497,"5-(hexahydro-2-oxo-1H-thieno[3,4-D]imidazol-6-yl)pentanal",small molecule,PC,,True
DB07498,"4-[3-(3-NITROPHENYL)-1,2,4-OXADIAZOL-5-YL]BUTANOIC ACID",small molecule,AKR1B1,,True
DB07501,(2S)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,small molecule,CDK2,,True
DB07502,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",small molecule,HSP90AA1,,True
DB07504,(2R)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,small molecule,CDK2,,True
DB07506,L-BENZYLSUCCINIC ACID,small molecule,CPA1,,True
DB07508,4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE,small molecule,F2,,True
DB07509,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,small molecule,PPARG,,True
DB07512,7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE,small molecule,MAOA,inhibitor,True
DB07512,7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE,small molecule,MAOB,inhibitor,True
DB07513,7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE,small molecule,MAOB,,True
DB07514,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one",small molecule,KDR,,True
DB07515,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",small molecule,F2,,True
DB07519,"(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one",small molecule,BACE1,,True
DB07520,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",small molecule,CTSS,,True
DB07521,"(3Z,6S)-6-Chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2R)-2-piperidinyl]ethyl}imino)-2-piperazinol",small molecule,F2,,True
DB07522,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE",small molecule,F2,,True
DB07524,"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine",small molecule,PIM1,,True
DB07525,"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine",small molecule,FGFR1,inhibitor,True
DB07527,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE",small molecule,F2,,True
DB07528,3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1H)-one,small molecule,KDR,,True
DB07529,"(5E)-2-Amino-5-(2-pyridinylmethylene)-1,3-thiazol-4(5H)-one",small molecule,CDK2,,True
DB07530,"(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol",small molecule,NCOA1,,True
DB07531,"4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",small molecule,CDK2,,True
DB07533,"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)methyl]-2-Furyl}-N-Methylbenzenesulfonamide",small molecule,CCNA2,,True
DB07533,"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)methyl]-2-Furyl}-N-Methylbenzenesulfonamide",small molecule,CDK2,,True
DB07534,"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)methyl]furan-2-Yl}benzenesulfonamide",small molecule,CCNA2,,True
DB07534,"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)methyl]furan-2-Yl}benzenesulfonamide",small molecule,CDK2,,True
DB07535,2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one,small molecule,BACE1,,True
DB07537,"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",small molecule,KDR,,True
DB07538,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE",small molecule,CCNA2,,True
DB07538,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE",small molecule,CDK2,,True
DB07539,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID",small molecule,CCNA2,,True
DB07539,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID",small molecule,CDK2,,True
DB07540,"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE",small molecule,CDK2,,True
DB07542,5-Amino-6-cyclohexyl-4-hydroxy-2-isobutyl-hexanoic acid,small molecule,CTSD,,True
DB07543,(S)-carazolol,small molecule,ADRB2,,True
DB07545,N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE,small molecule,AURKC,inhibitor,True
DB07545,N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE,small molecule,AURKA,,True
DB07546,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,small molecule,CSNK2A2,,True
DB07548,"2-(6-Chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2H)-pyrazinyl)-N-[(2-fluoro-6-pyridinyl)methyl]acetamide",small molecule,F2,,True
DB07549,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE",small molecule,F2,,True
DB07550,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",small molecule,F2,,True
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",small molecule,HDAC8,inhibitor,True
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",small molecule,HDAC4,inhibitor,True
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",small molecule,HDAC1,inhibitor,True
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",small molecule,HDAC6,inhibitor,True
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",small molecule,HDAC2,inhibitor,True
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",small molecule,HDAC10,inhibitor,True
