dilirank_name,smiles,is_dili,drugbank_id,targets,n_targets
Abacavir sulfate,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO.OS(=O)(=O)O,0,DB01048,"['Q72547', 'P03366']",2
Abaloparatide,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N,0,DB05084,['Q03431'],1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,1,DB12001,"['P11802', 'Q00534']",2
Abiraterone acetate,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,1,DB05812,['P05093'],1
Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,1,DB00284,"['O43451', 'P14410', 'P04746', 'P10253']",4
Acebutolol hydrochloride,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,1,DB01193,"['P08588', 'P07550']",2
Aceclofenac,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,1,DB06736,"['P35354', 'P23219']",2
Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,1,DB00316,"['P35354', 'P31645', 'P23975', 'P23219', 'Q15185', 'Q8NER1']",6
Acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,1,DB00819,"['P00915', 'P00918', 'P22748', 'O43570', 'Q9ULX7', 'P07451', 'P43166', 'P29972']",8
Acetylcysteine,CC(=O)NC(CS)C(=O)O,0,DB06151,"['P48637', 'Q9UPY5', 'Q03154', 'O14920', 'O15111', 'Q13224', 'Q05586', 'Q12879', 'O15399', 'Q8TCU5']",10
Acitretin,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,1,DB00459,"['P19793', 'P40763', 'P10276', 'P10826', 'P13631', 'P48443', 'P28702', 'P09455']",8
Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,1,DB00787,"['P04293', 'P09252']",2
Adefovir dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,1,DB00718,['P24024'],1
Adenosine,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,0,DB00640,"['P30542', 'P29274', 'P29275', 'P0DMS8']",4
Albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,1,DB00518,"['F1L7U3', 'Q71U36', 'P68371', 'P83223']",4
Albuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0,DB01001,"['P07550', 'P08588', 'P13945']",3
Alclofenac,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,1,DB13167,['P35354'],1
Alendronate sodium,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],1,DB00630,"['P14324', 'P29074', 'Q13332', 'P23469', 'P38606']",5
Alfentanil hydrochloride,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC.Cl,0,DB00802,['P35372'],1
Alfuzosin hydrochloride,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl,1,DB00346,"['P35348', 'P35348', 'P35368', 'P25100']",4
Allopurinol,C1=NNC2=C1C(=O)NC=N2,1,DB00437,['P47989'],1
Alosetron hydrochloride,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,1,DB00969,['P46098'],1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,1,DB12015,['P42336'],1
Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,1,DB00404,"['P14867', 'P30536', 'P14867']",3
Alvimopan,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,0,DB06274,"['P35372', 'P41145', 'P41143']",3
Amifampridine,C1=CN=CC(=C1N)N,0,DB11640,['Q09470'],1
Amifostine,C(CN)CNCCSP(=O)(O)O,0,DB01143,['P10696'],1
Amikacin sulfate,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O,0,DB00479,['P0A7S3'],1
Amiloride hydrochloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl,1,DB00594,"['P37088', 'P51168', 'P51170', 'P51172', 'P19801', 'Q16515', 'P78348', 'P19634', 'P00749']",9
Amineptine,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,1,DB04836,"['Q01959', 'P23975', 'P31645']",3
Aminocaproic acid,C(CCC(=O)O)CCN,0,DB00513,"['P00747', 'P00750', 'P08519']",3
Aminohippurate sodium,C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.[Na+],0,DB00345,['Q8TCC7'],1
Aminophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,0,DB01223,"['Q14432', 'P30542', 'P0DMS8', 'Q92769']",4
Aminosalicylic acid ,C1=CC(=C(C=C1N)O)C(=O)O,0,DB00233,"['P23219', 'P00374', 'P35354', 'O15111', 'P09917', 'Q9NZK7']",6
Amiodarone hydrochloride,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,1,DB01118,"['Q12809', 'P08588', 'Q9P0X4', 'Q13936', 'P10827', 'P37231', 'Q07869', 'Q86YN6']",8
Amisulpride,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,1,DB06288,"['P34969', 'P28223', 'P14416', 'P35462', 'P35372', 'P41143', 'P41145']",7
Amitriptyline hydrochloride,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,1,DB00321,"['P23975', 'P31645', 'P28223', 'P08908', 'P41143', 'P41145', 'P04629', 'Q16620', 'P35348', 'P25100', 'P08913', 'P35367', 'O43526', 'Q09470', 'P25021', 'Q9H3N8', 'Q99720', 'P28335', 'P35368', 'P34969', 'P28221', 'P35372', 'P28222', 'P50406', 'O43525', 'P08909', 'P11229', 'Q12809']",28
Amoxicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,1,DB01060,['Q8L103'],1
Amphetamine sulfate,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,1,DB00182,"['Q05940', 'Q01959', 'Q16568', 'Q96RJ0', 'P21397', 'P23975', 'P35348', 'P08588', 'P14416', 'P27338', 'P31645']",11
Ampicillin sodium,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],1,DB00415,"['Q8DNB6', 'Q7CRA4', 'Q75Y35', 'Q8DR59', 'P0A3M6', 'P46059', 'Q16348', 'Q02763']",8
Anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,1,DB01217,['P11511'],1
Angiotensin ii acetate,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N.CC(=O)O,0,DB11842,"['P50052', 'P30556']",2
Anidulafungin,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,1,DB00362,"['A2QLK4', 'P40989']",2
Apalutamide,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,0,DB11901,"['P10275', 'P14867']",2
Apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,1,DB06605,['P00742'],1
Aplaviroc,CCCCN1C(=O)C(NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)C(C5CCCCC5)O,1,DB06497,['P51681'],1
Apomorphine hydrochloride,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl,0,DB00714,"['P21917', 'P14416', 'P35462', 'P21918', 'P21728', 'P18825', 'P18089', 'P08908', 'P28223', 'P41595', 'P28335', 'P08913', 'P28221', 'P28222']",14
Apremilast,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,0,DB05676,"['Q86V67', 'P11802', 'Q00534']",3
Argatroban,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,0,DB00278,['P00734'],1
Arginine hydrochloride,C(CC(C(=O)O)N)CN=C(N)N.Cl,0,DB00125,"['Q8WY07', 'Q96A70', 'P04424', 'P35228', 'P30825', 'P78540', 'O43246', 'P00966', 'P29474']",9
Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,1,DB01238,"['P14416', 'P28223', 'P08908', 'P35348', 'P35368', 'P35462', 'P28221', 'P34969', 'P08913', 'P18825', 'P35367', 'P28222', 'P28335', 'P46098', 'P50406', 'P21728', 'P21917', 'P18089', 'P28566', 'P21918', 'P41595', 'P47898', 'P08588', 'P07550', 'P25021', 'Q9Y5N1', 'Q9H3N8', 'P11229', 'P08172', 'P20309', 'P08173', 'P08912', 'P41145', 'P35372', 'P41143', 'Q05586', 'Q01959', 'P31645']",38
Aripiprazole lauroxil,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,1,DB14185,"['P14416', 'P08908', 'P28223', 'P28222', 'P28221', 'P28566', 'P21728', 'P21918', 'P35462', 'P21917', 'P28335', 'P46098', 'P50406', 'P34969', 'P35367', 'P35348', 'P35368', 'P08913', 'P18089', 'P18825', 'P11229', 'P08172', 'P20309', 'P08173', 'P08912']",25
Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,1,DB00945,"['P23219', 'P04035', 'P35354', 'Q04828', 'Q13131', 'P25101', 'P04637', 'P11021', 'P51812', 'P25963', 'P98066', 'P29466', 'P42574', 'O14920', 'P28482', 'P24385', 'P01106', 'P12004', 'Q99519']",19
Atazanavir sulfate,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O,1,DB01072,"['Q72874', 'P03366']",2
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,1,DB00335,"['P08588', 'P07550']",2
Atomoxetine hydrochloride,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2.Cl,1,DB00289,"['P23975', 'P31645', 'Q05586', 'P48549', 'P41145']",5
Atropine,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0,DB00572,"['P11229', 'P08172', 'P20309', 'P08173', 'P08912', 'P23415', 'P43681', 'P17787']",8
Auranofin,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],1,DB00995,"['P11474', 'O95718', 'P62508', 'P30044', 'O14920']",5
Avanafil,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,0,DB06237,['O76074'],1
Avatrombopag maleate,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl.C(=CC(=O)O)C(=O)O,0,DB11995,['P40238'],1
Azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],1,DB00993,"['Q06203', 'P63000']",2
Azithromycin,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,1,DB00207,['Q9UM07'],1
Bacitracin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,0,DB00626,"['P14735', 'P01023']",2
Baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,1,DB00181,"['O75899', 'P61073', 'Q9UBS5']",3
Baloxavir marboxil,COC(=O)OCOC1=C2C(=O)N3CCOCC3N(N2C=CC1=O)C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F,0,DB13997,['P03433'],1
Benazepril hydrochloride,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl,1,DB00542,['P12821'],1
Bendazac,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,1,DB13501,"['P23219', 'P35354']",2
Bendroflumethiazide,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,1,DB00436,"['P55017', 'Q13621', 'Q12791', 'P00915', 'P00918', 'P22748']",6
Benoxaprofen,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,1,DB04812,['P24752'],1
Benzbromarone,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,1,DB12319,"['Q5XXA6', 'Q96S37', 'P33527', 'P11712', 'P33261']",5
Benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,1,DB00868,['Q14524'],1
Benzphetamine hydrochloride,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2.Cl,0,DB00865,"['Q05940', 'P08913', 'P35348', 'Q01959']",4
Benztropine mesylate,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O,0,DB00245,"['P11229', 'Q01959', 'P35367', 'P31645', 'P23975']",5
Betaine,C[N+](C)(C)CC(=O)[O-],0,DB06756,['Q93088'],1
Betrixaban,CN(C)C(=N)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)C(=O)NC3=NC=C(C=C3)Cl,0,DB12364,['P00742'],1
Bexarotene,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,1,DB00307,"['P19793', 'P28702', 'P48443']",3
Bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,1,DB01128,['P10275'],1
Biperiden hydrochloride,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,0,DB00810,['P11229'],1
Bisacodyl,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,0,DB09020,"['Q92482', 'P05023']",2
Bivalirudin,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N,0,DB00006,['P00734'],1
Bortezomib,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,1,DB00188,"['P28074', 'P07477', 'P20618']",3
Bosentan,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,1,DB00559,"['P24530', 'P25101']",2
Brexanolone,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,0,DB11859,"['O14764', 'Q99928', 'P14867', 'P18507', 'P14867', 'P47870']",6
Brexpiprazole,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,0,DB09128,"['P08908', 'P14416', 'P35462', 'P28223', 'P41595', 'P34969', 'P35348', 'P35368', 'P25100', 'P18825', 'P35367', 'P11229']",12
Brivaracetam,CCCC1CC(=O)N(C1)C(CC)C(=O)N,0,DB05541,"['Q7L0J3', 'P35498']",2
Bromfenac sodium,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].O.O.O.[Na+].[Na+],1,DB00963,"['P35354', 'P23219']",2
Bromocriptine mesylate,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,1,DB01200,"['P14416', 'P35462', 'P28221', 'P08913', 'P08908', 'P18825', 'P18089', 'P41595', 'P21917', 'P28223', 'P28222', 'P28335', 'P21918', 'P21728', 'P35348', 'P35368', 'P25100', 'P34969']",18
Brompheniramine maleate,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,0,DB00835,"['P35367', 'P11229', 'P08172', 'P20309', 'P08173', 'P08912']",6
Budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,0,DB01222,"['P04150', 'P04083']",2
Bupropion hydrochloride,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl,1,DB01156,"['Q01959', 'P31645', 'P23975', 'P32297', 'P46098']",5
Butorphanol tartrate,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O.C(C(C(=O)O)O)(C(=O)O)O,0,DB00611,"['P41145', 'P41143', 'P35372']",3
Cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,0,DB00248,"['P14416', 'P41595', 'P35462', 'P28223', 'P18089', 'P28221', 'P21917', 'P08913', 'P08908', 'P18825', 'P21918', 'P21728', 'P28222', 'P28335', 'P34969', 'P35348', 'P35368', 'P25100', 'P08588', 'P07550', 'P21728']",21
Caffeine citrate,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0,DB00201,"['P30542', 'P21589', 'P29274', 'P29275', 'P0DMS8', 'Q08499', 'Q07343', 'P21817', 'P27815', 'P78527', 'O00329', 'P42336', 'P42338', 'Q14643', 'Q13315']",15
Calcitonin salmon,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,0,DB00017,['P30988'],1
Calcitriol,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,0,DB00136,"['P11473', 'P31260']",2
Calcium acetate,CC(=O)[O-].CC(=O)[O-].[Ca+2],0,DB01373,"['Q13936', 'P98194', 'P02585', 'P63316', 'Q01082', 'P04271', 'P20810', 'P49747', 'P19801', 'Q99584', 'P05187', 'P05109', 'P06702', 'P29034', 'P00450', 'P12644', 'P08493', 'Q8TAB3', 'O75340', 'P0DP23']",20
Canagliflozin,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,1,DB08907,['P31639'],1
Candesartan cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,1,DB00796,['P30556'],1
Cangrelor,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O,0,DB06441,['Q9H244'],1
Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,1,DB01101,"['P12461', 'P04818']",2
Capmatinib hydrochloride,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F.O.Cl.Cl,1,DB11791,['P08581'],1
Captopril,CC(CS)C(=O)N1CCCC1C(=O)O,1,DB01197,"['P12821', 'P08253', 'P14780', 'P09960', 'P46663']",5
Carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,1,DB00564,"['P35498', 'P43681', 'O75469']",3
Carbinoxamine maleate,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,0,DB00748,['P35367'],1
Carboprost tromethamine,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,0,DB00429,"['P34995', 'P43088']",2
Carfilzomib,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,1,DB08889,"['P28074', 'P28062', 'P20618', 'P28065', 'P49721', 'P40306']",6
Carglumic acid,C(CC(=O)O)C(C(=O)O)NC(=O)N,0,DB06775,['P31327'],1
Carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,0,DB00395,"['P14867', 'P47870', 'P18507', 'P31644', 'P34903']",5
Carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,1,DB01136,"['P08588', 'P35348', 'P35348', 'O95298', 'P07550', 'P15692', 'P16860', 'P17302', 'Q12809', 'P19320', 'P25100', 'P35368', 'P18825', 'P18089', 'P08913', 'P16581', 'Q16665', 'P48050', 'P63252']",19
Cefaclor,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,1,DB00833,"['Q75Y35', 'Q8XJ01']",2
Cefazolin sodium,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-].[Na+],1,DB01327,"['P02918', 'P02919', 'P76577', 'P0AD65', 'P0AD68', 'P27169', 'P40933', 'P60568']",8
Cefdinir,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,1,DB00535,"['P08149', 'Q60FT7', 'P05164']",3
Cefepime hydrochloride,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O.O.Cl.[Cl-],1,DB01413,"['P02918', 'P02919', 'P0AD65', 'P0AD68', 'Q9X6W0', 'Q51504', 'Q9X6V3']",7
Cefixime,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,1,DB00671,"['P0AEB2', 'P0AD65']",2
Cefoperazone sodium,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+],1,DB01329,"['P0AD68', 'P02919', 'P0AD65', 'Q07806', 'Q9X6W0', 'P08506', 'P02918', 'P0AEB2', 'P24228']",9
Cefotaxime sodium,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+],1,DB00493,"['Q7CRA4', 'Q8DNB6', 'P42971', 'Q8DR59', 'P0A3M6', 'Q4U2R8', 'Q8TCC7', 'Q9NSA0', 'Q9Y694', 'P46059', 'P02768', 'B2ZTR6', 'Q16348']",13
Cefprozil,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,1,DB01150,"['Q04707', 'P14677', 'P0A3M5']",3
Ceftaroline fosamil,CCON=C(C1=NSC(=N1)NP(=O)(O)O)C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-],1,DB06590,['P0AEB2'],1
Ceftazidime,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],1,DB00438,"['P0AD68', 'P02918', 'P02919', 'P0AD65', 'Q47066']",5
