drugbank_id,drug_name,dilirank_name,n_targets,dilirank,is_dili,Z,I_T,mu_T,pool_size,smiles,targets,target_list,logp,mw,hbd,hba,tpsa,rotatable,k,n_dili_hits,n_cyp_hits,n_tf_hits,n_transporter_hits,n_network_hits,network_fraction,dili_fraction,has_network_targets,has_transporter_targets,high_logp,ecnp_z,ecnp_eligible,y_pred_full
DB13873,Fenofibric acid,Fenofibric acid,6,vLess-DILI-concern,1,2.726313338278568,0.5259996170681062,0.3022221165236197,514,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,"['PPARA', 'FABP1', 'MMP25', 'PPARG', 'PPARD', 'NR1I2']","['PPARA', 'FABP1', 'MMP25', 'PPARG', 'PPARD', 'NR1I2']",3.8130000000000024,318.756,1.0,3.0,63.6,5.0,6,2,0,2,0,2,0.3333333333333333,0.3333333333333333,1,0,1,2.726313338278568,1,0.9693588
DB13944,Testosterone enanthate,Testosterone enanthate,3,vMost-DILI-concern,1,-0.2055457138428778,0.0618812836860937,0.0837462313322397,382,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,"['AR', 'ESR1', 'NR3C2']","['AR', 'ESR1', 'NR3C2']",6.400500000000007,400.6030000000003,0.0,3.0,43.370000000000005,6.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.2055457138428778,0,0.94970345
DB13956,Estradiol valerate,Estradiol valerate,8,vLess-DILI-concern,1,1.198006195058663,0.3643267519611912,0.2723075295678592,786,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,"['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']","['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']",5.350300000000006,356.50600000000003,1.0,3.0,46.53,4.0,8,1,0,1,0,1,0.125,0.125,1,0,1,1.198006195058663,1,0.99793065
DB14185,Aripiprazole lauroxil,Aripiprazole lauroxil,3,vLess-DILI-concern,1,-0.002670790108699,0.0401407873989792,0.0405175684636718,244,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,"['ADRA1A', 'ADRA1B', 'ADRA2B']","['ADRA1A', 'ADRA1B', 'ADRA2B']",8.675400000000005,660.7270000000003,0.0,6.0,62.32000000000001,19.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.002670790108699,0,0.9965635
DB14509,Lithium carbonate,Lanthanum carbonate,3,vNo-DILI-concern,0,0.053392975298959,0.0271048849097816,0.0205994399049871,239,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3],"['IMPA2', 'IMPA1', 'GSK3B']","['IMPA2', 'IMPA1', 'GSK3B']",-7.341000000000001,457.83599999999996,0.0,9.0,189.57,0.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.053392975298959,0,0.8306287
DB14539,Hydrocortisone acetate,Hydrocortisone acetate,3,vNo-DILI-concern,0,-0.2006878821222466,0.1053024419333509,0.1157155756903777,376,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,"['ANXA1', 'NR3C1', 'HSD11B2']","['ANXA1', 'NR3C1', 'HSD11B2']",2.3524000000000007,404.5030000000002,2.0,6.0,100.9,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.2006878821222466,0,0.058134962
DB14542,Hydrocortisone phosphate,Hydrocortisone acetate,3,vNo-DILI-concern,0,-0.2006878821222466,0.1053024419333509,0.1157155756903777,376,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,"['ANXA1', 'NR3C1', 'HSD11B2']","['ANXA1', 'NR3C1', 'HSD11B2']",2.3524000000000007,404.5030000000002,2.0,6.0,100.9,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.2006878821222466,0,0.06770476
DB15035,Zanubrutinib,Zanubrutinib,10,vMost-DILI-concern,1,0.087672706212784,0.1257831247212348,0.1144823381205465,1104,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,"['EGFR', 'ERBB2', 'JAK2', 'TEC', 'JAK3', 'PTK6', 'FGR', 'FRK', 'LCK', 'TXK']","['EGFR', 'ERBB2', 'JAK2', 'TEC', 'JAK3', 'PTK6', 'FGR', 'FRK', 'LCK', 'TXK']",4.222600000000002,471.5610000000002,2.0,6.0,102.48,6.0,10,0,0,0,0,0,0.0,0.0,0,0,1,0.087672706212784,0,0.91466343
DB15588,Ursolic acid,Folic acid,3,vNo-DILI-concern,0,-0.0119664249145452,0.1209141687499471,0.1218747367600959,382,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,"['HSD11B1', 'PTPN1', 'HRAS']","['HSD11B1', 'PTPN1', 'HRAS']",-0.044799999999998674,441.40400000000017,6.0,9.0,213.28,9.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0119664249145452,0,0.19470507
DB16159,Esflurbiprofen,Flurbiprofen sodium,7,vLess-DILI-concern,1,0.7654301160556056,0.3965255277940871,0.3067409252349452,927,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].[Na+],"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1', 'PSEN2', 'PTGS2']","['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1', 'PSEN2', 'PTGS2']",-0.6499000000000004,266.24699999999996,0.0,2.0,40.129999999999995,3.0,7,1,0,0,0,1,0.14285714285714285,0.14285714285714285,1,0,0,0.7654301160556056,1,0.9687082
DB16407,Azvudine,Stavudine,3,vMost-DILI-concern,1,1.4405465816449947,0.2202451509527361,0.0929254361285153,255,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,"['ABCG2', 'ABCC2', 'ABCB1']","['ABCG2', 'ABCC2', 'ABCB1']",-0.7090800000000002,224.216,2.0,5.0,84.32000000000001,2.0,3,1,0,0,2,1,0.3333333333333333,0.3333333333333333,1,1,0,1.4405465816449947,1,0.9820233
